customer_id,company_name,industry,subscription_tier,annual_recurring_revenue,renewal_days,health_score,health_status,primary_risk_reasons,recommended_action,salesforce_update_date
CUST-103950,Green-Cooper,Education,Enterprise,153437,327,67.0,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103951,Miller Inc,Healthcare,Enterprise,254774,120,59.2,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103952,"Salas, Dunn and Mason",Healthcare,Starter,114853,53,63.4,Watch,Low active usage; Upcoming renewal,Monitor,2026-06-27
CUST-103953,Mason-Hernandez,Healthcare,Enterprise,18916,260,61.9,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103954,Mckinney-May,Manufacturing,Enterprise,156303,12,76.4,Healthy,No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103955,"Bass, Lee and Foster",Manufacturing,Starter,106979,97,71.0,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103956,Davis-Lang,Technology,Starter,20219,22,62.8,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103957,"Landry, Williams and Hartman",Financial Services,Starter,83356,198,68.0,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103958,"Burns, Rodriguez and Colon",Financial Services,Starter,248575,241,63.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103959,Stevens LLC,Technology,Enterprise,183249,48,70.1,Healthy,No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103960,"Farmer, Mitchell and Waller",Logistics,Enterprise,217011,189,71.0,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103961,"Brown, Webb and Martinez",Logistics,Professional,38056,278,60.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103962,Brown Inc,Financial Services,Professional,171346,113,46.0,At Risk,No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-103963,Chambers PLC,Logistics,Professional,211657,282,59.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103964,Lewis Group,Manufacturing,Enterprise,281543,138,67.3,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103965,"Patrick, Carter and Green",Logistics,Professional,131873,336,56.7,Watch,Low active usage,Monitor,2026-06-27
CUST-103966,Bernard-Gallegos,Technology,Starter,230361,223,58.9,Watch,High support volume,Review support history and escalate recurring issues,2026-06-27
CUST-103967,"Hurst, Fleming and Davis",Healthcare,Enterprise,92875,236,64.9,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103968,"Becker, Jackson and Jones",Education,Professional,278281,125,73.4,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103969,"Schultz, Baker and Bryant",Logistics,Enterprise,126527,129,67.1,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103970,"Rhodes, Hall and Gillespie",Education,Starter,188798,183,65.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103971,"Conway, Boyer and Bradley",Financial Services,Enterprise,43233,17,54.7,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103972,Richardson and Sons,Manufacturing,Enterprise,254997,5,61.2,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-103973,Thompson-Castro,Education,Starter,114839,357,63.4,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103974,Tanner Inc,Education,Professional,86385,139,56.9,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-103975,"Alexander, Sanders and Pace",Manufacturing,Enterprise,14509,15,75.3,Healthy,Upcoming renewal,Monitor,2026-06-27
CUST-103976,Turner and Sons,Healthcare,Professional,196111,20,59.5,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103977,Lucero-Higgins,Healthcare,Enterprise,192091,95,66.1,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103978,Huffman Inc,Manufacturing,Starter,192049,72,62.3,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103979,Moss-Brennan,Manufacturing,Professional,133918,318,72.1,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103980,Gibbs Group,Logistics,Enterprise,53245,52,62.7,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-103981,Williams-Lawrence,Financial Services,Starter,27305,206,49.8,At Risk,Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-103982,Sanders PLC,Manufacturing,Enterprise,150512,223,73.7,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103983,Johnson-Morgan,Healthcare,Enterprise,192326,27,57.3,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103984,Robinson-Ross,Education,Enterprise,112893,347,64.4,Watch,No major risk drivers,Monitor,2026-06-27
CUST-103985,Castro Group,Logistics,Professional,148075,21,65.0,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103986,Montgomery Ltd,Financial Services,Starter,133713,41,59.5,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-103987,Rangel PLC,Financial Services,Enterprise,199422,113,46.0,At Risk,High support volume; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-103988,Barnett-Perry,Manufacturing,Professional,231088,96,77.7,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-103989,"Chapman, Perry and Lopez",Manufacturing,Professional,116750,129,53.5,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-103990,"Watson, Garcia and Woods",Logistics,Professional,57544,244,43.0,At Risk,Low feature adoption; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-103991,Green Ltd,Financial Services,Starter,235033,89,77.3,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-103992,Graves Ltd,Education,Enterprise,74142,227,67.6,Watch,Negative NPS,Monitor,2026-06-27
CUST-103993,Jones LLC,Healthcare,Enterprise,134705,221,47.2,At Risk,Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-103994,"Warren, Dunn and Tucker",Healthcare,Professional,188174,253,59.4,Watch,Negative NPS,Monitor,2026-06-27
CUST-103995,"Smith, Henderson and Tran",Logistics,Enterprise,184978,303,72.8,Healthy,Negative NPS; No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-103996,Rose Ltd,Technology,Starter,231557,347,56.5,Watch,Negative NPS,Monitor,2026-06-27
CUST-103997,Obrien-Lozano,Education,Enterprise,132141,272,69.4,Watch,Negative NPS,Monitor,2026-06-27
CUST-103998,Perez PLC,Logistics,Professional,59422,333,58.5,Watch,Negative NPS,Monitor,2026-06-27
CUST-103999,"Nolan, Cruz and Davis",Technology,Professional,139030,188,60.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104000,"Frank, Anderson and Henry",Logistics,Starter,104119,55,73.4,Healthy,Negative NPS; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-104001,Dunn Ltd,Technology,Professional,206555,239,73.4,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-104002,"Wilkerson, Rubio and Austin",Financial Services,Enterprise,185662,13,66.1,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-104003,"Taylor, Kirk and Lee",Education,Enterprise,56606,104,52.8,Watch,Negative NPS,Monitor,2026-06-27
CUST-104004,Davis-Hancock,Manufacturing,Starter,207303,20,64.0,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-104005,"Robinson, Turner and Johnson",Technology,Starter,265655,348,78.9,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-104006,"Blankenship, Williams and Walker",Logistics,Enterprise,89110,59,58.2,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-104007,Lewis Group,Technology,Professional,78326,33,55.2,Watch,High support volume; Upcoming renewal,Review support history and escalate recurring issues,2026-06-27
CUST-104008,Adams-Robinson,Technology,Starter,70480,351,66.3,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104009,Miller-Alexander,Technology,Starter,275936,317,63.7,Watch,Negative NPS,Monitor,2026-06-27
CUST-104010,Aguilar-Hall,Financial Services,Professional,51592,112,60.7,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104011,"Wallace, West and Harrison",Financial Services,Starter,26105,290,59.3,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-104012,Ramirez LLC,Logistics,Professional,243772,178,64.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104013,"Gonzalez, Keith and Baker",Healthcare,Professional,115020,141,61.6,Watch,Negative NPS,Monitor,2026-06-27
CUST-104014,Ponce-Richardson,Logistics,Professional,80646,267,69.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104015,Serrano Inc,Logistics,Professional,123697,327,76.0,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-104016,Parrish-Osborn,Education,Professional,177784,232,72.7,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-104017,Allen-Myers,Financial Services,Starter,36916,310,51.5,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-104018,Thompson Inc,Logistics,Enterprise,225955,236,66.7,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104019,"Coleman, Huber and Vaughan",Manufacturing,Professional,88648,278,67.5,Watch,Negative NPS,Monitor,2026-06-27
CUST-104020,"Bennett, Austin and Martinez",Education,Enterprise,139709,68,67.2,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-104021,"Torres, Lambert and Mcdonald",Healthcare,Starter,176402,126,58.0,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104022,Pacheco-Ramirez,Manufacturing,Starter,174793,2,64.0,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-104023,"Boyd, Miller and Bright",Manufacturing,Starter,135756,282,62.6,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104024,Ward-Robinson,Education,Starter,214760,327,76.1,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-104025,"Costa, Anderson and Carter",Education,Enterprise,293789,342,51.5,Watch,Low feature adoption; Negative NPS; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-104026,"Ross, Rodriguez and Nelson",Education,Starter,211426,239,59.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104027,Hubbard and Sons,Technology,Professional,266852,95,69.4,Watch,Negative NPS,Monitor,2026-06-27
CUST-104028,Morris-Yates,Financial Services,Enterprise,54358,52,57.1,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-104029,Smith-Beard,Technology,Starter,71842,138,68.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104030,Sanders-Dudley,Education,Professional,291515,54,79.3,Healthy,Negative NPS; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-104031,Parker-Hernandez,Healthcare,Starter,206675,300,55.2,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104032,Newman and Sons,Financial Services,Professional,171348,187,63.7,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104033,Mooney-Horne,Financial Services,Professional,219318,200,75.0,Healthy,Negative NPS; No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-104034,Haney PLC,Technology,Starter,236283,121,63.9,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104035,"Tucker, Rodgers and Russell",Education,Professional,274681,73,79.5,Healthy,Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-104036,"Graham, Ramirez and Hansen",Manufacturing,Enterprise,67863,206,72.3,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-104037,Rogers Group,Healthcare,Professional,126692,187,59.4,Watch,Low feature adoption; Negative NPS,Schedule product enablement session,2026-06-27
CUST-104038,"Collins, Abbott and Lynch",Education,Professional,297459,147,69.0,Watch,Negative NPS,Monitor,2026-06-27
CUST-104039,Ayala-Rosales,Logistics,Professional,163356,36,60.1,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-104040,Hill-Frey,Manufacturing,Professional,211891,218,74.4,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-104041,Osborne PLC,Healthcare,Professional,69907,214,55.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104042,King-Burns,Financial Services,Starter,65616,152,65.7,Watch,Negative NPS,Monitor,2026-06-27
CUST-104043,"Jones, Morris and Schneider",Manufacturing,Professional,232986,135,47.6,At Risk,Low feature adoption; Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-104044,"Leon, Herman and Reyes",Technology,Enterprise,176203,290,52.3,Watch,Low feature adoption; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-104045,Ward-Smith,Manufacturing,Professional,23454,283,65.4,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104046,Hart Ltd,Education,Starter,157911,250,55.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104047,"Moore, Newton and Johnson",Logistics,Starter,131020,177,60.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104048,Cummings Inc,Logistics,Enterprise,71566,86,67.0,Watch,Low feature adoption; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-104049,"Clark, Williams and Johnson",Financial Services,Starter,128944,23,70.1,Healthy,Negative NPS; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-104050,Lutz LLC,Education,Starter,88102,42,63.6,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-104051,Booth-Young,Financial Services,Professional,94249,64,72.7,Healthy,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-104052,Chaney-Love,Technology,Enterprise,71880,299,51.9,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104053,"Flores, Hebert and Kim",Financial Services,Enterprise,263898,230,59.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104054,"Franklin, Huff and Cabrera",Financial Services,Enterprise,262119,315,57.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104055,Gonzalez Ltd,Manufacturing,Starter,96530,252,70.7,Healthy,Negative NPS,Monitor,2026-06-27
CUST-104056,"Sullivan, Stone and Lewis",Technology,Professional,188030,265,51.1,Watch,High support volume; Negative NPS; No recent CSM touch,Review support history and escalate recurring issues,2026-06-27
CUST-104057,"Coffey, Young and Green",Technology,Starter,16935,253,56.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104058,"Burgess, Thomas and Sweeney",Healthcare,Professional,139535,103,64.2,Watch,Negative NPS,Monitor,2026-06-27
CUST-104059,Reeves-Skinner,Technology,Starter,196758,213,61.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104060,Davis Inc,Manufacturing,Professional,227231,288,71.9,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-104061,Peterson and Sons,Technology,Enterprise,40076,86,66.1,Watch,Low feature adoption; Negative NPS; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-104062,Schroeder Ltd,Technology,Starter,18798,219,65.2,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104063,"Roach, Fernandez and Bennett",Manufacturing,Enterprise,215957,100,81.9,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-104064,Martinez Group,Education,Enterprise,258523,169,82.0,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-104065,Wang-Freeman,Manufacturing,Professional,41508,345,76.4,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-104066,Scott-Taylor,Financial Services,Enterprise,282474,116,67.6,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104067,Smith Inc,Healthcare,Starter,299393,247,66.1,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104068,Flores-Moreno,Manufacturing,Professional,92807,176,59.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104069,Patterson-Hall,Financial Services,Enterprise,108603,35,75.5,Healthy,No recent CSM touch; Upcoming renewal,Evaluate expansion opportunity,2026-06-27
CUST-104070,"Wright, Kaufman and Daniel",Technology,Starter,270752,55,69.6,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-104071,Richardson PLC,Healthcare,Enterprise,31567,278,54.4,Watch,Low feature adoption; Negative NPS; No recent CSM touch,Schedule product enablement session,2026-06-27
CUST-104072,Sherman-Jones,Healthcare,Starter,147375,285,80.8,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-104073,Barnett LLC,Manufacturing,Starter,216268,309,59.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104074,"Taylor, Zhang and Baker",Education,Enterprise,221685,173,74.8,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-104075,Austin LLC,Financial Services,Enterprise,172355,276,59.1,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104076,Torres LLC,Education,Enterprise,28835,313,70.3,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-104077,"Jensen, Klein and Huff",Logistics,Starter,265469,169,65.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104078,Torres PLC,Education,Starter,221956,35,64.3,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-104079,Garcia Ltd,Technology,Starter,236810,245,59.9,Watch,Negative NPS,Monitor,2026-06-27
CUST-104080,Patterson-Hall,Logistics,Professional,130679,6,60.2,Watch,High support volume; Upcoming renewal,Review support history and escalate recurring issues,2026-06-27
CUST-104081,"Malone, West and Warren",Logistics,Starter,101994,139,74.0,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-104082,"Beard, Campbell and Jones",Technology,Enterprise,44155,126,68.2,Watch,High support volume,Review support history and escalate recurring issues,2026-06-27
CUST-104083,"Smith, Nelson and Diaz",Healthcare,Starter,173764,279,73.3,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-104084,"Gonzales, Dickerson and Savage",Manufacturing,Professional,152747,284,66.1,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104085,Neal-Gonzales,Manufacturing,Enterprise,28157,144,75.1,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-104086,Maldonado and Sons,Technology,Professional,173297,180,55.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104087,Medina Ltd,Technology,Enterprise,281879,34,65.8,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-104088,"Best, Oneal and Davis",Healthcare,Professional,161425,254,60.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104089,"Fuller, White and Park",Technology,Starter,112936,164,73.6,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-104090,Wright-Taylor,Healthcare,Enterprise,182282,325,57.7,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104091,"Kennedy, Rodriguez and Fields",Logistics,Starter,51894,14,74.1,Healthy,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-104092,"Simpson, Smith and Jones",Manufacturing,Enterprise,152072,296,67.9,Watch,Negative NPS,Monitor,2026-06-27
CUST-104093,"Fisher, Hubbard and Rogers",Technology,Enterprise,263807,196,62.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104094,Williamson Ltd,Manufacturing,Enterprise,102842,178,65.3,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104095,Woods-Lowery,Healthcare,Starter,143097,321,62.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104096,Martin-Hunter,Education,Starter,20515,157,64.6,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104097,"Sanders, Johnson and Wang",Technology,Professional,13153,345,71.7,Healthy,No recent CSM touch,Monitor,2026-06-27
CUST-104098,Johnson-Gomez,Manufacturing,Starter,227016,154,61.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104099,"Saunders, Smith and Reyes",Manufacturing,Professional,146927,190,71.3,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-104100,"Estrada, Christian and Roberts",Logistics,Starter,145379,260,66.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104101,"Mcgee, Marquez and Marshall",Manufacturing,Professional,162979,128,64.0,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104102,Bryant-Nelson,Education,Professional,82019,176,66.4,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104103,Avery-Jones,Education,Professional,23381,84,67.2,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-104104,Gillespie LLC,Technology,Enterprise,154595,5,61.9,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-104105,Kirby-Schmidt,Manufacturing,Professional,183315,308,64.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104106,Dunn-Jacobs,Healthcare,Professional,184038,235,61.6,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104107,Perez-Navarro,Education,Enterprise,31731,175,69.0,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104108,"Heath, Jones and Kelly",Financial Services,Enterprise,156059,313,70.2,Healthy,No recent CSM touch,Evaluate expansion opportunity,2026-06-27
CUST-104109,"Davis, Duke and Richardson",Technology,Professional,239351,302,61.4,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104110,Barber-Phillips,Technology,Enterprise,20598,55,65.3,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-104111,Hammond-Bowers,Education,Starter,239137,44,56.5,Watch,Negative NPS; No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-104112,Salazar and Sons,Healthcare,Starter,55010,111,68.8,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104113,Reed-Schultz,Technology,Professional,188539,184,64.1,Watch,High support volume; No recent CSM touch,Review support history and escalate recurring issues,2026-06-27
CUST-104114,Morris Inc,Healthcare,Enterprise,189579,259,76.6,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-104115,Cain LLC,Logistics,Professional,269632,134,64.7,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104116,Todd LLC,Logistics,Starter,160943,189,64.5,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104117,Wolfe Inc,Financial Services,Starter,283121,143,59.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104118,Collier-Gillespie,Technology,Professional,187701,363,86.3,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-104119,Park and Sons,Healthcare,Starter,174983,365,63.3,Watch,Low feature adoption,Schedule product enablement session,2026-06-27
CUST-104120,Richardson-Curry,Healthcare,Professional,239873,360,78.1,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-104121,"Wood, Gibbs and Williams",Healthcare,Professional,245676,18,67.5,Watch,Negative NPS; Upcoming renewal,Monitor,2026-06-27
CUST-104122,Brown-Obrien,Education,Professional,138205,362,61.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104123,Griffin PLC,Financial Services,Enterprise,209337,37,65.2,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-104124,Jennings-West,Education,Starter,162744,209,70.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104125,Duncan-Drake,Manufacturing,Professional,214040,263,80.6,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-104126,Stanton Group,Manufacturing,Professional,53663,282,57.3,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104127,Patel Inc,Healthcare,Professional,121259,330,58.8,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104128,"Martin, Thompson and Ramirez",Technology,Professional,268757,269,63.1,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104129,"Andrews, King and Wilson",Technology,Professional,125369,213,71.3,Healthy,Negative NPS,Evaluate expansion opportunity,2026-06-27
CUST-104130,"Adams, Hoffman and Arnold",Financial Services,Enterprise,145027,145,57.0,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104131,"Russell, Williams and Evans",Education,Professional,278689,126,56.7,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104132,Cruz Ltd,Manufacturing,Starter,90925,190,82.1,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-104133,Higgins Inc,Technology,Starter,37069,64,63.2,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-104134,Martin-Barton,Technology,Professional,199342,220,70.6,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-104135,"Allen, Jordan and Perez",Technology,Professional,140452,276,75.2,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-104136,Buckley Ltd,Financial Services,Professional,271993,192,51.9,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104137,"Hamilton, Wilson and Thornton",Financial Services,Enterprise,137528,365,54.0,Watch,High support volume; Negative NPS; No recent CSM touch,Review support history and escalate recurring issues,2026-06-27
CUST-104138,Reid-Moore,Technology,Enterprise,111750,236,41.3,At Risk,High support volume; Negative NPS; No recent CSM touch,Prioritize CSM outreach and create success plan,2026-06-27
CUST-104139,"Martinez, Parker and Davis",Technology,Professional,137842,239,64.0,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104140,Sharp-Williams,Manufacturing,Starter,151008,246,73.9,Healthy,No major risk drivers,Evaluate expansion opportunity,2026-06-27
CUST-104141,"Greene, Torres and Morales",Financial Services,Starter,245387,153,58.3,Watch,Negative NPS,Monitor,2026-06-27
CUST-104142,"Woodard, Thompson and Smith",Logistics,Starter,120893,31,54.6,Watch,Low feature adoption; High support volume; Upcoming renewal,Schedule product enablement session,2026-06-27
CUST-104143,Ryan Ltd,Education,Professional,36385,18,64.6,Watch,Upcoming renewal,Monitor,2026-06-27
CUST-104144,Ramsey-Frank,Manufacturing,Starter,277415,149,59.1,Watch,Negative NPS,Monitor,2026-06-27
CUST-104145,Wu-Goodwin,Logistics,Enterprise,186866,217,66.1,Watch,Negative NPS,Monitor,2026-06-27
CUST-104146,Johnson-Kelley,Logistics,Starter,117006,211,61.2,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104147,Foster Inc,Financial Services,Professional,31303,15,68.3,Watch,No recent CSM touch; Upcoming renewal,Monitor,2026-06-27
CUST-104148,Arellano and Sons,Logistics,Starter,43420,158,55.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104149,Roberts-Rogers,Healthcare,Starter,232942,308,59.1,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104150,"Johnson, Price and Hernandez",Healthcare,Starter,176814,281,61.2,Watch,No recent CSM touch,Monitor,2026-06-27
CUST-104151,"Mahoney, Booker and Jones",Logistics,Professional,124741,142,65.3,Watch,No major risk drivers,Monitor,2026-06-27
CUST-104152,"Wilkerson, Copeland and Collins",Technology,Professional,172648,218,59.7,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104153,Davidson-Stewart,Logistics,Starter,267255,144,61.6,Watch,High support volume; No recent CSM touch,Review support history and escalate recurring issues,2026-06-27
CUST-104154,Wise Inc,Education,Starter,213011,363,51.4,Watch,Negative NPS; No recent CSM touch,Monitor,2026-06-27
CUST-104155,Scott-Miller,Financial Services,Professional,81817,176,72.1,Healthy,No major risk drivers,Monitor,2026-06-27
CUST-104156,Allen Group,Financial Services,Enterprise,47546,85,47.6,At Risk,Negative NPS; No recent CSM touch; Upcoming renewal,Escalate renewal risk and schedule executive outreach,2026-06-27
