customer_id,company_name,industry,subscription_tier,annual_recurring_revenue,licensed_users,active_users,active_user_pct,feature_adoption_pct,login_days_30d,support_tickets_30d,avg_resolution_days,nps_score,renewal_days,days_since_csm_touch,has_executive_sponsor,renewal_window,low_usage_flag,low_adoption_flag,high_support_flag,negative_nps_flag,stale_csm_touch_flag
CUST-104394,"Doyle, Graham and Jackson",Manufacturing,Professional,84572,370,286,77.3,98.9,19,4,0.8,-21,134,118,0,Renewal not imminent,0,0,0,1,1
CUST-104395,"Schmidt, Harris and Campbell",Education,Starter,228316,128,106,82.8,80.9,19,0,1.6,57,28,10,1,Renewal due in 30 days,0,0,0,0,0
CUST-104396,"Nelson, Mccullough and Baker",Healthcare,Enterprise,42748,487,359,73.7,38.9,4,0,4.1,19,171,30,0,Renewal not imminent,0,1,0,0,0
CUST-104397,Williams-Hill,Technology,Starter,71584,498,297,59.6,53.1,12,6,6.4,-1,94,116,0,Renewal not imminent,0,0,1,1,1
CUST-104398,Tran LLC,Financial Services,Professional,269604,147,109,74.1,53.6,25,0,4.9,-39,293,112,0,Renewal not imminent,0,0,0,1,1
CUST-104399,Mathis-Oneill,Education,Professional,46485,339,263,77.6,34.8,29,4,5.9,38,65,102,0,Renewal due in 90 days,0,1,0,0,1
CUST-104400,Lewis-Robinson,Education,Enterprise,184993,126,108,85.7,44.1,14,0,1.9,62,140,39,0,Renewal not imminent,0,1,0,0,0
CUST-104401,"Allison, Barton and Chandler",Logistics,Starter,294436,95,39,41.1,38.3,24,1,5.0,1,332,78,1,Renewal not imminent,0,1,0,0,1
CUST-104402,Thomas Inc,Logistics,Professional,229809,365,190,52.1,87.8,25,1,4.5,79,245,10,1,Renewal not imminent,0,0,0,0,0
CUST-104403,Patterson-Romero,Manufacturing,Starter,22422,142,106,74.6,56.9,24,0,5.9,76,221,20,1,Renewal not imminent,0,0,0,0,0
CUST-104404,Irwin-Vega,Technology,Professional,135877,253,210,83.0,78.3,1,3,1.3,52,6,25,0,Renewal due in 30 days,0,0,0,0,0
CUST-104405,"Thompson, Brennan and Ortiz",Education,Starter,20335,324,194,59.9,64.9,20,1,5.6,-33,361,55,1,Renewal not imminent,0,0,0,1,0
CUST-104406,Page Inc,Technology,Starter,249650,446,283,63.5,91.8,9,2,1.5,-2,331,18,1,Renewal not imminent,0,0,0,1,0
CUST-104407,"Stone, Roberts and Mcdaniel",Manufacturing,Enterprise,268319,272,235,86.4,85.5,10,2,3.0,0,362,33,0,Renewal not imminent,0,0,0,0,0
CUST-104408,Wright-Gonzalez,Manufacturing,Enterprise,160971,380,309,81.3,57.1,3,1,7.7,11,128,79,1,Renewal not imminent,0,0,0,0,1
CUST-104409,"Dougherty, Mcdonald and Walker",Logistics,Enterprise,87292,321,243,75.7,90.4,23,2,4.8,15,32,56,1,Renewal due in 90 days,0,0,0,0,0
CUST-104410,"Jones, Colon and Johnson",Education,Starter,152320,430,235,54.7,63.9,6,2,3.5,-1,319,29,1,Renewal not imminent,0,0,0,1,0
CUST-104411,"Carter, Wong and Moore",Financial Services,Professional,22079,315,195,61.9,91.1,23,2,4.9,59,109,85,0,Renewal not imminent,0,0,0,0,1
CUST-104412,Miller Ltd,Manufacturing,Enterprise,193801,420,339,80.7,79.4,17,1,6.5,48,241,28,1,Renewal not imminent,0,0,0,0,0
CUST-104413,Cardenas-Neal,Manufacturing,Enterprise,115876,248,212,85.5,92.6,28,2,1.2,-12,51,31,0,Renewal due in 90 days,0,0,0,1,0
CUST-104414,Washington-Frederick,Manufacturing,Professional,264393,493,324,65.7,86.3,7,3,1.0,40,175,114,0,Renewal not imminent,0,0,0,0,1
CUST-104415,White Inc,Manufacturing,Professional,106785,40,28,70.0,71.0,3,2,7.5,68,159,22,0,Renewal not imminent,0,0,0,0,0
CUST-104416,Simmons-Richardson,Financial Services,Starter,261379,165,112,67.9,58.2,18,0,0.5,28,325,47,0,Renewal not imminent,0,0,0,0,0
CUST-104417,Cunningham Group,Manufacturing,Starter,252457,380,195,51.3,86.2,7,6,6.0,4,124,5,1,Renewal not imminent,0,0,1,0,0
CUST-104418,Colon-Bell,Technology,Starter,50075,483,424,87.8,66.8,7,2,2.4,65,65,16,1,Renewal due in 90 days,0,0,0,0,0
CUST-104419,Powell-Mcneil,Technology,Enterprise,26856,64,57,89.1,80.2,11,4,6.2,5,46,41,1,Renewal due in 90 days,0,0,0,0,0
CUST-104420,Thomas-Wallace,Logistics,Enterprise,151865,42,22,52.4,82.8,8,2,1.9,-21,27,19,1,Renewal due in 30 days,0,0,0,1,0
CUST-104421,Braun-Cantu,Technology,Professional,190723,499,304,60.9,56.3,2,0,2.1,35,37,79,0,Renewal due in 90 days,0,0,0,0,1
CUST-104422,Carr-Williamson,Healthcare,Starter,207172,205,110,53.7,83.8,7,1,5.5,25,165,102,0,Renewal not imminent,0,0,0,0,1
CUST-104423,Henry-Lara,Education,Starter,266968,496,465,93.8,92.5,2,2,1.1,68,301,31,1,Renewal not imminent,0,0,0,0,0
CUST-104424,Henry-Smith,Financial Services,Enterprise,23178,477,309,64.8,56.1,23,2,2.9,48,115,39,1,Renewal not imminent,0,0,0,0,0
CUST-104425,York PLC,Education,Enterprise,47851,491,318,64.8,54.0,3,2,3.4,2,241,88,1,Renewal not imminent,0,0,0,0,1
CUST-104426,"Fernandez, Jordan and Stewart",Financial Services,Professional,176657,454,438,96.5,78.6,28,2,4.7,79,63,50,1,Renewal due in 90 days,0,0,0,0,0
CUST-104427,Bullock-Davis,Manufacturing,Enterprise,132908,423,320,75.7,93.0,20,0,4.3,-24,324,35,1,Renewal not imminent,0,0,0,1,0
CUST-104428,Warren PLC,Technology,Starter,21148,140,101,72.1,95.6,4,3,4.2,68,211,109,0,Renewal not imminent,0,0,0,0,1
CUST-104429,"Robinson, Wise and Reyes",Logistics,Professional,293252,358,240,67.0,96.2,7,3,2.0,0,222,16,0,Renewal not imminent,0,0,0,0,0
CUST-104430,Mueller-Roberts,Technology,Professional,12406,462,384,83.1,86.3,10,2,3.2,-35,38,37,0,Renewal due in 90 days,0,0,0,1,0
CUST-104431,Zavala PLC,Education,Enterprise,176832,43,30,69.8,56.9,12,0,5.8,24,338,103,1,Renewal not imminent,0,0,0,0,1
CUST-104432,Sweeney-Harris,Education,Professional,232215,356,286,80.3,46.2,28,0,2.3,-31,236,39,0,Renewal not imminent,0,1,0,1,0
CUST-104433,Wolf Ltd,Logistics,Professional,125126,366,259,70.8,77.3,29,2,4.3,79,13,64,0,Renewal due in 30 days,0,0,0,0,1
CUST-104434,"Holland, Watson and Jones",Healthcare,Starter,31892,396,280,70.7,88.3,29,1,0.5,-4,41,97,1,Renewal due in 90 days,0,0,0,1,1
CUST-104435,"Harris, Chan and Garcia",Healthcare,Enterprise,62356,390,265,67.9,49.9,19,2,4.5,-21,111,62,0,Renewal not imminent,0,1,0,1,1
CUST-104436,"Villanueva, Rodriguez and Kramer",Healthcare,Professional,120592,290,200,69.0,31.3,21,2,6.9,-26,201,49,0,Renewal not imminent,0,1,0,1,0
CUST-104437,"Houston, Baldwin and Robles",Healthcare,Professional,286204,299,275,92.0,64.3,15,3,2.0,50,261,68,1,Renewal not imminent,0,0,0,0,1
CUST-104438,Moore-Davis,Logistics,Professional,288531,60,30,50.0,79.0,29,3,2.5,36,216,5,1,Renewal not imminent,0,0,0,0,0
CUST-104439,"Parsons, Miller and Trujillo",Logistics,Enterprise,30446,336,264,78.6,88.4,10,0,3.8,11,196,97,0,Renewal not imminent,0,0,0,0,1
CUST-104440,"Miles, Shields and Buchanan",Manufacturing,Enterprise,262941,209,147,70.3,50.1,0,0,4.2,21,18,19,1,Renewal due in 30 days,0,0,0,0,0
CUST-104441,Nelson Inc,Logistics,Enterprise,12931,95,94,98.9,74.1,3,1,5.6,46,284,85,1,Renewal not imminent,0,0,0,0,1
CUST-104442,"Humphrey, Anderson and Miller",Logistics,Starter,92917,244,220,90.2,38.4,6,2,4.6,5,235,53,1,Renewal not imminent,0,1,0,0,0
CUST-104443,"West, Weeks and Miller",Education,Starter,256375,24,17,70.8,87.9,24,0,1.3,-37,365,68,0,Renewal not imminent,0,0,0,1,1
CUST-104444,"Friedman, Hernandez and Marshall",Education,Professional,221894,40,23,57.5,73.5,24,1,2.0,36,267,74,1,Renewal not imminent,0,0,0,0,1
CUST-104445,Gibson-Arellano,Financial Services,Professional,145852,67,40,59.7,52.5,17,3,2.8,-14,312,52,1,Renewal not imminent,0,0,0,1,0
CUST-104446,Dickerson and Sons,Financial Services,Professional,53644,471,321,68.2,94.5,8,1,4.9,32,247,4,1,Renewal not imminent,0,0,0,0,0
CUST-104447,Martinez-Nichols,Education,Enterprise,288223,209,115,55.0,90.2,14,1,3.8,7,214,8,1,Renewal not imminent,0,0,0,0,0
CUST-104448,"Gay, Munoz and Davis",Healthcare,Starter,269647,405,290,71.6,85.4,9,4,4.1,5,218,55,0,Renewal not imminent,0,0,0,0,0
CUST-104449,Daugherty-Hebert,Technology,Starter,203597,194,192,99.0,61.9,7,2,2.9,78,156,96,0,Renewal not imminent,0,0,0,0,1
CUST-104450,"Kennedy, Galvan and Mays",Logistics,Enterprise,37592,272,108,39.7,81.5,6,1,2.6,35,225,119,0,Renewal not imminent,1,0,0,0,1
CUST-104451,Rosales Inc,Manufacturing,Professional,28972,23,14,60.9,83.3,26,2,1.0,4,271,54,1,Renewal not imminent,0,0,0,0,0
CUST-104452,Villarreal Group,Manufacturing,Professional,124159,403,287,71.2,47.9,15,3,4.4,21,361,101,0,Renewal not imminent,0,1,0,0,1
CUST-104453,"Ray, Avila and Jones",Healthcare,Professional,116890,24,17,70.8,70.0,22,2,3.0,31,254,61,0,Renewal not imminent,0,0,0,0,1
CUST-104454,Martin Ltd,Technology,Starter,96351,318,159,50.0,78.4,9,0,2.4,30,191,61,0,Renewal not imminent,0,0,0,0,1
CUST-104455,"Griffin, Dixon and King",Manufacturing,Professional,66261,21,17,81.0,71.9,1,3,4.0,-23,341,47,1,Renewal not imminent,0,0,0,1,0
CUST-104456,Smith Ltd,Healthcare,Enterprise,180427,187,109,58.3,83.4,10,1,3.6,-3,30,75,0,Renewal due in 30 days,0,0,0,1,1
CUST-104457,"Tanner, Yang and Martin",Logistics,Enterprise,31124,274,202,73.7,55.0,29,4,3.4,30,301,107,0,Renewal not imminent,0,0,0,0,1
CUST-104458,"Morris, Perez and Mack",Technology,Enterprise,272033,305,217,71.1,86.5,7,2,3.1,26,235,65,1,Renewal not imminent,0,0,0,0,1
CUST-104459,"Christensen, Miller and Andrews",Technology,Starter,174453,84,73,86.9,64.4,6,1,3.6,-39,201,25,1,Renewal not imminent,0,0,0,1,0
CUST-104460,Gonzalez-King,Manufacturing,Enterprise,287855,142,104,73.2,72.0,0,1,4.5,-37,31,74,0,Renewal due in 90 days,0,0,0,1,1
CUST-104461,Lucas LLC,Financial Services,Starter,129126,164,139,84.8,69.8,9,2,4.3,39,315,119,0,Renewal not imminent,0,0,0,0,1
CUST-104462,"Lynn, Cox and Campbell",Logistics,Enterprise,269802,24,17,70.8,51.7,3,2,4.7,16,143,72,1,Renewal not imminent,0,0,0,0,1
CUST-104463,Clay-Graham,Technology,Professional,154328,175,100,57.1,56.2,16,3,5.1,39,79,63,0,Renewal due in 90 days,0,0,0,0,1
CUST-104464,Howard Ltd,Education,Enterprise,64311,198,186,93.9,80.6,5,2,6.1,-22,194,43,0,Renewal not imminent,0,0,0,1,0
CUST-104465,"Jacobs, Martinez and Brown",Logistics,Professional,183602,246,209,85.0,43.6,0,2,3.7,-19,29,16,0,Renewal due in 30 days,0,1,0,1,0
CUST-104466,Freeman-Khan,Manufacturing,Professional,79968,34,30,88.2,72.2,11,3,6.5,8,20,95,1,Renewal due in 30 days,0,0,0,0,1
CUST-104467,"Cooke, Aguirre and Mccarty",Manufacturing,Professional,65521,246,176,71.5,81.1,21,3,4.7,7,41,66,0,Renewal due in 90 days,0,0,0,0,1
CUST-104468,Horton Group,Healthcare,Enterprise,149570,437,352,80.5,48.3,5,1,4.1,58,323,110,0,Renewal not imminent,0,1,0,0,1
CUST-104469,"Chavez, Bailey and Smith",Technology,Professional,48411,187,141,75.4,87.6,1,3,3.2,50,221,69,0,Renewal not imminent,0,0,0,0,1
CUST-104470,Duncan PLC,Manufacturing,Enterprise,106210,450,345,76.7,41.5,15,4,1.9,27,66,70,1,Renewal due in 90 days,0,1,0,0,1
CUST-104471,Alvarez-Williams,Technology,Enterprise,156394,409,326,79.7,60.0,1,2,0.5,34,315,71,1,Renewal not imminent,0,0,0,0,1
CUST-104472,Prince and Sons,Technology,Starter,113555,424,294,69.3,88.3,4,1,3.2,20,168,50,1,Renewal not imminent,0,0,0,0,0
CUST-104473,"Park, Scott and Moore",Financial Services,Professional,159769,439,300,68.3,80.8,0,0,4.4,-22,80,20,1,Renewal due in 90 days,0,0,0,1,0
CUST-104474,Bowen and Sons,Financial Services,Enterprise,90210,370,346,93.5,95.1,26,1,0.5,10,279,24,0,Renewal not imminent,0,0,0,0,0
CUST-104475,Gonzalez-King,Manufacturing,Professional,253953,140,114,81.4,69.2,9,3,7.2,6,40,5,0,Renewal due in 90 days,0,0,0,0,0
CUST-104476,Smith-Turner,Healthcare,Enterprise,50626,497,375,75.5,51.9,22,3,5.1,-21,17,48,1,Renewal due in 30 days,0,0,0,1,0
CUST-104477,Taylor-Martinez,Financial Services,Starter,75849,338,222,65.7,55.7,24,3,4.7,-9,310,85,1,Renewal not imminent,0,0,0,1,1
CUST-104478,Greene-Williams,Healthcare,Starter,212925,18,12,66.7,96.6,14,1,5.6,79,136,100,0,Renewal not imminent,0,0,0,0,1
CUST-104479,Zavala PLC,Education,Enterprise,274857,462,368,79.7,59.2,26,0,4.6,-27,64,104,0,Renewal due in 90 days,0,0,0,1,1
CUST-104480,"Caldwell, Contreras and Jacobs",Technology,Enterprise,177322,390,286,73.3,69.5,19,3,5.1,-22,347,113,1,Renewal not imminent,0,0,0,1,1
CUST-104481,"Ramirez, Krueger and Patterson",Technology,Enterprise,266909,386,273,70.7,53.3,21,2,5.6,59,283,27,1,Renewal not imminent,0,0,0,0,0
CUST-104482,"Hinton, Lin and Williams",Manufacturing,Professional,35732,47,35,74.5,95.5,8,3,3.8,-29,41,25,0,Renewal due in 90 days,0,0,0,1,0
CUST-104483,Buchanan-Kim,Healthcare,Enterprise,66339,279,230,82.4,91.9,3,3,1.1,-1,325,1,1,Renewal not imminent,0,0,0,1,0
CUST-104484,Warren-Carter,Logistics,Enterprise,57048,486,374,77.0,50.2,5,1,5.2,0,119,81,0,Renewal not imminent,0,0,0,0,1
CUST-104485,Davis-Herrera,Financial Services,Professional,13167,242,220,90.9,34.8,1,1,1.1,24,231,46,1,Renewal not imminent,0,1,0,0,0
CUST-104486,Huynh Ltd,Healthcare,Professional,156121,15,10,66.7,77.0,3,1,0.5,-3,233,84,1,Renewal not imminent,0,0,0,1,1
CUST-104487,Hood Inc,Healthcare,Starter,123505,284,223,78.5,69.7,3,4,6.9,-7,102,103,1,Renewal not imminent,0,0,0,1,1
CUST-104488,"Hunter, Morales and Phillips",Financial Services,Professional,216328,405,209,51.6,42.8,4,2,3.2,57,243,19,1,Renewal not imminent,0,1,0,0,0
CUST-104489,"Payne, Klein and Hooper",Education,Professional,259671,182,155,85.2,55.5,14,2,4.6,52,28,34,0,Renewal due in 30 days,0,0,0,0,0
CUST-104490,Chavez Group,Technology,Professional,124614,128,73,57.0,80.6,19,2,2.4,40,133,74,1,Renewal not imminent,0,0,0,0,1
CUST-104491,Harrison-Briggs,Manufacturing,Enterprise,132413,16,11,68.8,73.3,22,2,4.4,-11,55,50,1,Renewal due in 90 days,0,0,0,1,0
CUST-104492,Spencer LLC,Logistics,Professional,109424,60,34,56.7,60.8,2,3,0.9,-40,154,106,1,Renewal not imminent,0,0,0,1,1
CUST-104493,Harper PLC,Manufacturing,Professional,129517,23,20,87.0,77.5,11,5,3.7,-11,231,120,0,Renewal not imminent,0,0,1,1,1
CUST-104494,"Thomas, Watson and Turner",Financial Services,Professional,35841,374,313,83.7,82.6,7,1,2.7,-29,204,87,0,Renewal not imminent,0,0,0,1,1
CUST-104495,"Mccullough, Williams and Allen",Education,Enterprise,26031,56,42,75.0,50.1,20,6,3.4,2,208,37,1,Renewal not imminent,0,0,1,0,0
CUST-104496,"Lozano, Ramirez and Wilson",Manufacturing,Professional,61608,417,301,72.2,79.1,12,3,1.9,-36,116,49,1,Renewal not imminent,0,0,0,1,0
CUST-104497,"Larson, Wright and Ramirez",Financial Services,Professional,44208,25,20,80.0,92.7,30,2,5.6,26,149,51,1,Renewal not imminent,0,0,0,0,0
CUST-104498,"Alvarez, Harvey and Tate",Education,Professional,169450,321,252,78.5,70.8,20,1,2.3,34,326,104,1,Renewal not imminent,0,0,0,0,1
CUST-104499,Wilkinson-Johnson,Education,Starter,144291,275,198,72.0,71.8,0,0,3.6,74,240,83,0,Renewal not imminent,0,0,0,0,1
CUST-104500,"Santos, Wright and Scott",Healthcare,Starter,67849,222,154,69.4,67.6,25,2,4.2,19,234,0,0,Renewal not imminent,0,0,0,0,0
CUST-104501,Garza-Wright,Manufacturing,Enterprise,266954,242,138,57.0,84.0,10,1,2.7,33,247,116,1,Renewal not imminent,0,0,0,0,1
CUST-104502,"Higgins, Michael and Clark",Manufacturing,Starter,115426,319,223,69.9,87.3,16,3,4.8,-27,228,14,0,Renewal not imminent,0,0,0,1,0
CUST-104503,Castro Ltd,Education,Enterprise,67898,241,130,53.9,67.4,26,0,4.7,-34,217,4,1,Renewal not imminent,0,0,0,1,0
CUST-104504,"Mcclure, Gay and Martinez",Manufacturing,Starter,24386,330,286,86.7,95.5,9,2,6.4,-3,138,11,1,Renewal not imminent,0,0,0,1,0
CUST-104505,"Wilson, Schmidt and Mason",Technology,Professional,233707,186,143,76.9,84.1,7,2,7.2,-11,117,85,1,Renewal not imminent,0,0,0,1,1
CUST-104506,Brown-Herman,Logistics,Professional,225467,354,350,98.9,86.1,30,2,4.1,-20,192,29,0,Renewal not imminent,0,0,0,1,0
CUST-104507,Weaver Group,Manufacturing,Enterprise,25900,260,171,65.8,67.4,11,2,3.9,-9,120,116,0,Renewal not imminent,0,0,0,1,1
CUST-104508,Goodman-Long,Financial Services,Enterprise,41046,463,213,46.0,74.7,25,3,0.9,34,356,74,0,Renewal not imminent,0,0,0,0,1
CUST-104509,Smith LLC,Financial Services,Starter,223926,211,129,61.1,60.3,22,0,5.3,-26,198,94,1,Renewal not imminent,0,0,0,1,1
CUST-104510,"Flores, Perez and Friedman",Manufacturing,Starter,251265,346,308,89.0,38.8,6,2,6.3,32,233,111,1,Renewal not imminent,0,1,0,0,1
CUST-104511,Tucker and Sons,Logistics,Starter,236170,405,265,65.4,82.5,16,5,4.4,23,140,91,0,Renewal not imminent,0,0,1,0,1
CUST-104512,West-Baxter,Logistics,Enterprise,114800,490,320,65.3,96.3,27,4,2.3,27,179,48,1,Renewal not imminent,0,0,0,0,0
CUST-104513,Adams-Ballard,Education,Starter,139717,353,193,54.7,80.2,21,2,0.5,63,246,49,1,Renewal not imminent,0,0,0,0,0
CUST-104514,"Figueroa, Barron and Sims",Financial Services,Enterprise,60490,354,179,50.6,45.2,29,1,0.8,-10,41,35,0,Renewal due in 90 days,0,1,0,1,0
CUST-104515,"Hill, Sanchez and Anderson",Technology,Enterprise,77204,420,388,92.4,81.8,14,1,2.6,79,200,4,1,Renewal not imminent,0,0,0,0,0
CUST-104516,Wilson-Nunez,Financial Services,Enterprise,203517,18,11,61.1,66.7,3,3,4.5,21,329,111,0,Renewal not imminent,0,0,0,0,1
CUST-104517,Cole-Martinez,Technology,Enterprise,179473,437,324,74.1,67.3,3,4,3.5,72,65,91,0,Renewal due in 90 days,0,0,0,0,1
CUST-104518,Morse-Smith,Financial Services,Starter,83432,213,178,83.6,97.3,22,1,3.6,63,202,75,0,Renewal not imminent,0,0,0,0,1
CUST-104519,"Trevino, Summers and Willis",Financial Services,Professional,206507,493,271,55.0,52.3,12,0,4.3,-14,155,104,1,Renewal not imminent,0,0,0,1,1
CUST-104520,Ryan-Rivera,Financial Services,Enterprise,65280,22,11,50.0,58.3,20,1,0.7,1,322,46,1,Renewal not imminent,0,0,0,0,0
CUST-104521,Fleming Inc,Education,Enterprise,132993,17,15,88.2,66.9,8,0,2.1,44,122,16,1,Renewal not imminent,0,0,0,0,0
CUST-104522,King Ltd,Logistics,Enterprise,63934,371,255,68.7,48.6,12,4,1.3,55,203,74,0,Renewal not imminent,0,1,0,0,1
CUST-104523,"Ramirez, Young and Ward",Manufacturing,Enterprise,180901,200,87,43.5,66.3,1,2,3.7,2,333,3,0,Renewal not imminent,0,0,0,0,0
CUST-104524,Mckenzie-Pena,Healthcare,Starter,40099,214,147,68.7,53.5,2,1,3.4,60,342,101,0,Renewal not imminent,0,0,0,0,1
CUST-104525,"Blankenship, Farmer and Garrett",Healthcare,Professional,41036,356,342,96.1,67.5,2,2,4.6,13,218,9,1,Renewal not imminent,0,0,0,0,0
CUST-104526,Hill LLC,Financial Services,Enterprise,147225,113,74,65.5,95.1,20,4,5.4,25,320,10,0,Renewal not imminent,0,0,0,0,0
CUST-104527,"Dominguez, Jones and Allen",Manufacturing,Starter,57990,500,356,71.2,68.8,21,2,5.2,54,25,71,0,Renewal due in 30 days,0,0,0,0,1
CUST-104528,Mullins LLC,Education,Professional,113301,350,256,73.1,80.3,12,3,4.7,66,341,73,0,Renewal not imminent,0,0,0,0,1
CUST-104529,"Trujillo, Vaughn and Simmons",Technology,Starter,224273,406,402,99.0,92.9,21,1,3.7,79,101,27,0,Renewal not imminent,0,0,0,0,0
CUST-104530,Sharp-Obrien,Logistics,Professional,150252,46,33,71.7,66.6,3,2,1.7,23,271,86,1,Renewal not imminent,0,0,0,0,1
CUST-104531,Berry-Navarro,Logistics,Professional,140456,500,309,61.8,71.8,10,3,5.6,52,186,53,0,Renewal not imminent,0,0,0,0,0
CUST-104532,"Larsen, Larsen and Peters",Manufacturing,Starter,84615,325,254,78.2,60.8,17,2,4.5,-23,272,112,0,Renewal not imminent,0,0,0,1,1
CUST-104533,"Myers, Williams and Cook",Manufacturing,Starter,227304,25,16,64.0,75.1,23,1,3.5,10,270,105,1,Renewal not imminent,0,0,0,0,1
CUST-104534,"Mueller, Williams and Walker",Technology,Starter,264021,77,42,54.5,41.0,20,0,4.1,40,327,91,0,Renewal not imminent,0,1,0,0,1
CUST-104535,Stone Inc,Manufacturing,Starter,27233,439,284,64.7,73.1,8,1,5.1,57,212,14,1,Renewal not imminent,0,0,0,0,0
CUST-104536,Liu LLC,Technology,Enterprise,137166,326,287,88.0,82.4,10,1,5.1,76,97,80,0,Renewal not imminent,0,0,0,0,1
CUST-104537,Powell Group,Technology,Professional,254452,226,154,68.1,59.9,26,4,4.2,-9,8,18,0,Renewal due in 30 days,0,0,0,1,0
CUST-104538,"Patel, Wilson and Marquez",Logistics,Enterprise,47504,415,312,75.2,72.1,21,0,1.6,-18,117,43,0,Renewal not imminent,0,0,0,1,0
CUST-104539,Evans-Norris,Manufacturing,Enterprise,291791,418,206,49.3,49.1,25,3,1.5,18,206,116,0,Renewal not imminent,0,1,0,0,1
CUST-104540,"Meyer, Kim and Taylor",Education,Starter,211509,104,77,74.0,98.7,18,0,2.0,-7,237,77,1,Renewal not imminent,0,0,0,1,1
CUST-104541,Zimmerman Ltd,Manufacturing,Professional,98725,447,280,62.6,67.7,29,1,3.1,38,95,53,1,Renewal not imminent,0,0,0,0,0
CUST-104542,"Saunders, Henderson and Bauer",Logistics,Enterprise,169959,147,122,83.0,74.1,24,2,4.0,-9,143,102,1,Renewal not imminent,0,0,0,1,1
CUST-104543,Vasquez LLC,Technology,Enterprise,296231,407,273,67.1,54.6,27,3,6.4,73,58,14,0,Renewal due in 90 days,0,0,0,0,0
CUST-104544,"Fields, Garcia and George",Manufacturing,Starter,128687,173,156,90.2,87.4,8,1,0.5,-37,219,77,0,Renewal not imminent,0,0,0,1,1
CUST-104545,"Olson, Wilson and Brooks",Technology,Starter,273977,179,145,81.0,51.2,10,2,6.5,49,171,44,0,Renewal not imminent,0,0,0,0,0
CUST-104546,Carrillo-Patel,Logistics,Starter,215767,409,374,91.4,80.0,16,4,1.5,21,247,118,0,Renewal not imminent,0,0,0,0,1
CUST-104547,"Hamilton, Morris and Warren",Education,Starter,198819,102,87,85.3,39.1,4,0,1.6,-38,353,91,1,Renewal not imminent,0,1,0,1,1
CUST-104548,"Wilson, Thomas and Yu",Technology,Starter,135407,214,140,65.4,85.4,13,2,4.0,-18,60,113,1,Renewal due in 90 days,0,0,0,1,1
CUST-104549,Becker Ltd,Manufacturing,Starter,23789,217,138,63.6,91.1,10,1,4.9,25,98,38,0,Renewal not imminent,0,0,0,0,0
CUST-104550,Carter-Hudson,Manufacturing,Enterprise,15519,289,126,43.6,85.5,11,6,0.5,44,164,79,1,Renewal not imminent,0,0,1,0,1
CUST-104551,Campbell and Sons,Logistics,Professional,131211,254,179,70.5,59.7,6,1,0.8,37,293,106,1,Renewal not imminent,0,0,0,0,1
CUST-104552,Roy Ltd,Financial Services,Starter,177594,265,235,88.7,77.3,30,4,0.8,42,289,104,0,Renewal not imminent,0,0,0,0,1
CUST-104553,"Johnson, Martin and Nguyen",Financial Services,Enterprise,248684,145,114,78.6,51.1,2,2,2.6,-32,44,61,0,Renewal due in 90 days,0,0,0,1,1
CUST-104554,Reynolds Group,Healthcare,Starter,251101,215,139,64.7,47.8,16,1,4.2,14,364,18,1,Renewal not imminent,0,1,0,0,0
CUST-104555,Cruz LLC,Technology,Starter,254753,216,128,59.3,85.3,5,2,3.9,6,53,71,1,Renewal due in 90 days,0,0,0,0,1
CUST-104556,"Potter, Mitchell and Mcdonald",Manufacturing,Starter,96078,388,338,87.1,62.1,25,2,1.2,-39,16,69,0,Renewal due in 30 days,0,0,0,1,1
CUST-104557,Bailey Ltd,Manufacturing,Starter,220626,200,92,46.0,69.6,22,2,2.5,-22,261,73,0,Renewal not imminent,0,0,0,1,1
CUST-104558,Singleton-Ross,Logistics,Enterprise,144511,336,263,78.3,62.8,16,3,2.0,19,72,28,0,Renewal due in 90 days,0,0,0,0,0
CUST-104559,Acosta Inc,Healthcare,Professional,70002,424,258,60.8,87.4,22,0,4.0,26,350,67,0,Renewal not imminent,0,0,0,0,1
CUST-104560,Perry-Houston,Logistics,Professional,102054,57,38,66.7,66.4,22,3,4.4,14,118,45,1,Renewal not imminent,0,0,0,0,0
CUST-104561,Baker-Rogers,Manufacturing,Starter,194942,293,215,73.4,59.9,15,0,5.6,-23,2,0,0,Renewal due in 30 days,0,0,0,1,0
CUST-104562,Baker Inc,Healthcare,Enterprise,247504,330,313,94.8,73.5,4,1,3.9,29,152,60,1,Renewal not imminent,0,0,0,0,0
CUST-104563,Bishop PLC,Technology,Enterprise,48361,439,205,46.7,90.1,15,4,5.0,38,83,89,1,Renewal due in 90 days,0,0,0,0,1
CUST-104564,"Peck, Hughes and Cruz",Logistics,Professional,121754,405,198,48.9,49.9,2,5,0.5,-20,168,79,1,Renewal not imminent,0,1,1,1,1
CUST-104565,"Carroll, Scott and Martin",Healthcare,Enterprise,186072,195,174,89.2,66.2,0,1,0.6,-38,364,46,0,Renewal not imminent,0,0,0,1,0
CUST-104566,Thompson and Sons,Healthcare,Enterprise,281100,31,20,64.5,67.7,22,1,4.3,28,156,98,1,Renewal not imminent,0,0,0,0,1
CUST-104567,Donovan LLC,Manufacturing,Professional,79579,378,172,45.5,78.9,6,2,3.2,48,89,6,0,Renewal due in 90 days,0,0,0,0,0
CUST-104568,"Snyder, Parker and Farrell",Healthcare,Professional,231331,122,86,70.5,87.0,4,4,7.1,-10,69,41,0,Renewal due in 90 days,0,0,0,1,0
