customer_id,company_name,industry,subscription_tier,annual_recurring_revenue,licensed_users,renewal_days,nps_score
CUST-103847,Atlas Networks,Education,Professional,246104,303,139,39
CUST-103848,Nova Industries,Logistics,Starter,236810,217,149,-29
CUST-103849,Bright Industries,Education,Enterprise,178215,349,111,18
CUST-103850,Bright Financial,Healthcare,Professional,151444,157,183,46
CUST-103851,BluePeak Financial,Technology,Enterprise,19649,489,139,16
CUST-103852,Bright Financial,Technology,Professional,47794,336,261,67
CUST-103853,Bright Health,Healthcare,Starter,95380,236,241,-14
CUST-103854,Evergreen Technologies,Technology,Starter,49940,87,80,69
CUST-103855,Atlas Networks,Education,Starter,204628,249,120,-22
CUST-103856,Nova Technologies,Healthcare,Starter,294933,412,1,72
CUST-103857,Bright Solutions,Logistics,Starter,28161,223,104,75
CUST-103858,Nova Networks,Logistics,Starter,77541,435,302,25
CUST-103859,Bright Industries,Logistics,Professional,26477,330,256,62
CUST-103860,BluePeak Technologies,Healthcare,Professional,137626,270,127,71
CUST-103861,Bright Systems,Logistics,Enterprise,267957,390,159,74
CUST-103862,Pioneer Systems,Logistics,Enterprise,212056,301,123,24
CUST-103863,Nimbus Networks,Technology,Enterprise,268792,110,155,66
CUST-103864,Atlas Technologies,Technology,Starter,286476,206,77,-3
CUST-103865,BluePeak Health,Technology,Enterprise,201555,49,120,40
CUST-103866,Nova Financial,Logistics,Professional,102190,103,43,41
CUST-103867,Bright Health,Healthcare,Professional,24483,310,8,19
CUST-103868,Vertex Solutions,Financial Services,Enterprise,155185,455,262,-7
CUST-103869,Pioneer Systems,Financial Services,Enterprise,151417,247,57,53
CUST-103870,Apex Logistics,Financial Services,Professional,299339,214,302,67
CUST-103871,BluePeak Networks,Technology,Enterprise,222067,220,252,77
CUST-103872,Nova Networks,Technology,Enterprise,239029,399,198,11
CUST-103873,Atlas Networks,Manufacturing,Starter,274214,38,344,54
CUST-103874,Nova Logistics,Financial Services,Professional,109017,315,37,22
CUST-103875,Vertex Industries,Manufacturing,Professional,201054,285,154,54
CUST-103876,Nimbus Networks,Logistics,Starter,229136,235,311,-19
CUST-103877,Summit Technologies,Logistics,Professional,30193,416,32,8
CUST-103878,Nova Financial,Education,Starter,140845,227,84,62
CUST-103879,Summit Systems,Education,Enterprise,111571,43,291,65
CUST-103880,Nimbus Systems,Healthcare,Enterprise,149806,474,343,-38
CUST-103881,Atlas Industries,Financial Services,Professional,81955,190,357,-3
CUST-103882,Evergreen Systems,Financial Services,Starter,228042,68,312,18
CUST-103883,Atlas Financial,Financial Services,Starter,249537,377,293,72
CUST-103884,Nimbus Financial,Financial Services,Professional,220360,379,218,76
CUST-103885,Atlas Networks,Logistics,Enterprise,293646,428,224,45
CUST-103886,Nova Solutions,Logistics,Starter,70112,182,222,-24
CUST-103887,Pioneer Technologies,Logistics,Starter,114721,339,202,62
CUST-103888,Nova Networks,Healthcare,Professional,251900,85,98,15
CUST-103889,Apex Health,Logistics,Professional,52411,61,311,57
CUST-103890,Vertex Solutions,Manufacturing,Enterprise,250129,453,82,-28
CUST-103891,Nimbus Solutions,Logistics,Professional,196467,341,196,-19
CUST-103892,Vertex Health,Healthcare,Starter,216832,367,173,14
CUST-103893,Summit Networks,Healthcare,Enterprise,93610,323,148,-16
CUST-103894,Summit Systems,Financial Services,Starter,135216,180,28,42
CUST-103895,BluePeak Health,Healthcare,Starter,160416,48,271,-2
CUST-103896,BluePeak Networks,Healthcare,Enterprise,123336,264,127,80
CUST-103897,Vertex Logistics,Financial Services,Starter,170481,27,104,-29
CUST-103898,Pioneer Systems,Logistics,Enterprise,103168,254,121,46
CUST-103899,Vertex Industries,Technology,Enterprise,127664,495,251,15
CUST-103900,Nimbus Industries,Manufacturing,Professional,199153,218,244,-12
CUST-103901,Pioneer Systems,Manufacturing,Professional,225011,162,220,-27
CUST-103902,Summit Health,Education,Professional,105969,312,237,50
CUST-103903,Apex Systems,Manufacturing,Professional,128697,192,326,-9
CUST-103904,Bright Networks,Education,Starter,163006,256,229,20
CUST-103905,Vertex Solutions,Manufacturing,Professional,70679,440,353,36
CUST-103906,Summit Networks,Financial Services,Professional,57893,321,148,62
CUST-103907,Vertex Health,Healthcare,Enterprise,217309,496,335,52
CUST-103908,Apex Logistics,Financial Services,Starter,218503,38,129,72
CUST-103909,Summit Health,Logistics,Enterprise,231363,143,302,-29
CUST-103910,Apex Industries,Logistics,Starter,98586,338,227,10
CUST-103911,Pioneer Solutions,Logistics,Enterprise,245852,95,280,0
CUST-103912,Summit Financial,Education,Professional,126319,323,21,-39
CUST-103913,Nova Financial,Logistics,Starter,191362,355,264,53
CUST-103914,Pioneer Networks,Financial Services,Professional,205816,492,283,12
CUST-103915,Apex Financial,Financial Services,Professional,232807,251,327,-13
CUST-103916,Nova Logistics,Healthcare,Professional,167549,196,211,54
CUST-103917,Pioneer Financial,Financial Services,Starter,281837,175,188,-27
CUST-103918,Nova Networks,Logistics,Enterprise,201231,306,297,12
CUST-103919,Summit Financial,Technology,Enterprise,177033,36,79,-17
CUST-103920,BluePeak Health,Healthcare,Starter,95758,279,95,73
CUST-103921,Evergreen Industries,Education,Enterprise,205077,188,102,18
CUST-103922,Nova Solutions,Financial Services,Starter,161285,218,74,79
CUST-103923,Bright Industries,Healthcare,Enterprise,52621,109,113,61
CUST-103924,Apex Financial,Financial Services,Enterprise,89911,77,160,74
CUST-103925,Bright Networks,Healthcare,Starter,172228,100,291,10
CUST-103926,Pioneer Technologies,Logistics,Enterprise,184187,28,102,37
CUST-103927,Summit Logistics,Technology,Professional,252075,290,352,39
CUST-103928,BluePeak Technologies,Technology,Professional,209806,174,312,-1
CUST-103929,Apex Logistics,Manufacturing,Enterprise,226158,490,259,-20
CUST-103930,Evergreen Networks,Education,Starter,187215,286,325,14
CUST-103931,Nova Health,Manufacturing,Starter,183648,208,230,54
CUST-103932,BluePeak Technologies,Education,Enterprise,98846,338,243,-33
CUST-103933,Summit Financial,Financial Services,Enterprise,143808,105,221,13
CUST-103934,BluePeak Technologies,Healthcare,Enterprise,37269,66,194,71
CUST-103935,Atlas Industries,Education,Starter,154521,402,129,37
CUST-103936,Bright Networks,Healthcare,Enterprise,235998,363,319,50
CUST-103937,BluePeak Logistics,Healthcare,Enterprise,295237,356,117,49
CUST-103938,Apex Systems,Technology,Enterprise,111936,293,138,20
CUST-103939,Summit Industries,Technology,Enterprise,141867,345,324,38
CUST-103940,Vertex Health,Healthcare,Starter,214142,412,111,-28
CUST-103941,Apex Health,Manufacturing,Enterprise,64117,30,187,-21
CUST-103942,Nova Financial,Logistics,Starter,164614,431,3,35
CUST-103943,Apex Health,Manufacturing,Starter,299972,263,305,77
CUST-103944,Nimbus Health,Education,Professional,21525,441,126,-28
CUST-103945,Evergreen Technologies,Education,Enterprise,19204,340,4,49
CUST-103946,Nova Networks,Manufacturing,Starter,166154,252,159,27
CUST-103947,Evergreen Systems,Financial Services,Professional,270375,73,156,15
CUST-103948,Apex Industries,Healthcare,Starter,265038,335,73,28
CUST-103949,Apex Financial,Logistics,Enterprise,284459,42,5,70
CUST-103950,Bright Systems,Manufacturing,Starter,99939,336,58,8
CUST-103951,Bright Financial,Manufacturing,Professional,51887,206,280,-11
CUST-103952,Pioneer Technologies,Manufacturing,Professional,89361,379,336,71
CUST-103953,Nimbus Systems,Technology,Professional,193572,127,149,-19
CUST-103954,Nova Industries,Logistics,Starter,65222,470,43,11
CUST-103955,Nova Industries,Logistics,Enterprise,227710,426,70,36
CUST-103956,Summit Technologies,Financial Services,Starter,238655,185,227,-11
CUST-103957,Bright Logistics,Healthcare,Professional,189213,35,107,42
CUST-103958,Summit Systems,Education,Enterprise,159331,199,39,-33
CUST-103959,Evergreen Solutions,Education,Professional,275088,180,164,-20
CUST-103960,Apex Financial,Technology,Enterprise,143335,243,224,17
CUST-103961,Summit Solutions,Logistics,Professional,217889,301,140,44
CUST-103962,Atlas Financial,Financial Services,Professional,16078,493,44,23
CUST-103963,Bright Industries,Manufacturing,Enterprise,84113,247,281,-17
CUST-103964,Apex Networks,Healthcare,Starter,94654,81,33,65
CUST-103965,Summit Technologies,Education,Starter,50270,473,317,36
CUST-103966,Apex Technologies,Financial Services,Starter,46678,170,346,20
CUST-103967,Nimbus Systems,Technology,Starter,217980,425,140,29
CUST-103968,Atlas Technologies,Manufacturing,Enterprise,58957,482,84,74
CUST-103969,Bright Solutions,Financial Services,Enterprise,168113,244,279,47
CUST-103970,Apex Systems,Healthcare,Professional,187777,310,358,12
CUST-103971,Pioneer Technologies,Healthcare,Enterprise,189381,252,67,-6
CUST-103972,Apex Health,Healthcare,Professional,233336,262,157,2
CUST-103973,Apex Health,Manufacturing,Enterprise,119812,403,285,-40
CUST-103974,Pioneer Health,Technology,Professional,83295,171,166,70
CUST-103975,Evergreen Health,Education,Professional,286797,331,289,31
CUST-103976,Atlas Industries,Manufacturing,Professional,101861,377,318,37
CUST-103977,Pioneer Solutions,Manufacturing,Enterprise,145659,373,16,74
CUST-103978,Nova Financial,Logistics,Enterprise,289090,355,158,58
CUST-103979,Vertex Industries,Manufacturing,Enterprise,133906,151,164,52
CUST-103980,Summit Systems,Education,Enterprise,230265,82,339,18
CUST-103981,Evergreen Financial,Manufacturing,Professional,13558,142,200,40
CUST-103982,Summit Financial,Financial Services,Starter,73179,232,135,48
CUST-103983,Summit Logistics,Logistics,Professional,104826,218,213,-13
CUST-103984,Summit Financial,Financial Services,Professional,28858,108,146,-5
CUST-103985,BluePeak Financial,Financial Services,Professional,89226,393,44,-31
CUST-103986,Bright Logistics,Financial Services,Enterprise,186299,470,245,42
CUST-103987,BluePeak Technologies,Manufacturing,Enterprise,69493,106,188,-31
CUST-103988,Nova Logistics,Technology,Enterprise,103036,480,129,44
CUST-103989,BluePeak Industries,Logistics,Starter,181454,103,110,43
CUST-103990,Bright Systems,Financial Services,Starter,13101,206,32,19
CUST-103991,Nimbus Financial,Financial Services,Professional,105020,203,352,74
CUST-103992,Atlas Health,Financial Services,Professional,115059,431,40,-37
CUST-103993,Nova Logistics,Manufacturing,Enterprise,262819,143,274,41
CUST-103994,Summit Solutions,Logistics,Starter,152850,172,324,13
CUST-103995,Apex Technologies,Education,Enterprise,228646,73,125,55
CUST-103996,Vertex Systems,Education,Professional,31385,466,198,3
CUST-103997,Nimbus Networks,Education,Starter,65674,239,56,75
CUST-103998,Summit Systems,Technology,Starter,12863,387,131,57
CUST-103999,Bright Technologies,Education,Starter,82078,300,58,78
CUST-104000,Nimbus Logistics,Logistics,Enterprise,299307,469,152,-22
CUST-104001,Nova Industries,Education,Professional,97944,405,17,79
CUST-104002,BluePeak Logistics,Manufacturing,Professional,217655,58,8,42
CUST-104003,Atlas Technologies,Healthcare,Enterprise,197579,141,297,7
CUST-104004,Bright Logistics,Technology,Professional,258697,393,358,15
CUST-104005,Summit Solutions,Financial Services,Professional,273573,318,245,33
CUST-104006,Pioneer Technologies,Healthcare,Professional,175516,214,321,-28
CUST-104007,BluePeak Systems,Financial Services,Starter,159189,324,118,32
CUST-104008,Apex Health,Education,Professional,226861,394,317,40
CUST-104009,Bright Technologies,Manufacturing,Professional,173089,452,347,19
CUST-104010,Pioneer Networks,Healthcare,Starter,57651,479,30,-29
CUST-104011,Vertex Technologies,Financial Services,Enterprise,161795,99,54,27
CUST-104012,Bright Logistics,Healthcare,Enterprise,194997,191,311,41
CUST-104013,Evergreen Health,Financial Services,Enterprise,140016,138,241,58
CUST-104014,Pioneer Technologies,Logistics,Professional,181210,34,235,74
CUST-104015,Vertex Networks,Healthcare,Starter,101408,387,170,80
CUST-104016,Pioneer Solutions,Healthcare,Enterprise,269831,229,167,58
CUST-104017,Vertex Logistics,Education,Enterprise,236450,316,168,72
CUST-104018,BluePeak Solutions,Manufacturing,Starter,129477,269,341,26
CUST-104019,Apex Logistics,Healthcare,Professional,55069,15,66,-4
CUST-104020,Evergreen Financial,Logistics,Enterprise,190629,255,36,50
CUST-104021,Summit Networks,Manufacturing,Enterprise,161065,207,214,-31
CUST-104022,BluePeak Solutions,Education,Professional,85786,26,12,10
CUST-104023,Nova Systems,Healthcare,Enterprise,273189,468,270,23
CUST-104024,Nova Networks,Education,Starter,126563,348,355,24
CUST-104025,Nimbus Technologies,Healthcare,Starter,118080,261,347,-11
CUST-104026,Nimbus Logistics,Manufacturing,Professional,237383,159,28,45
CUST-104027,Summit Industries,Education,Enterprise,37312,59,82,47
CUST-104028,Nova Industries,Logistics,Enterprise,228633,491,256,80
CUST-104029,Nova Networks,Technology,Professional,175133,137,183,4
CUST-104030,BluePeak Systems,Education,Professional,143134,121,104,5
CUST-104031,Apex Health,Technology,Enterprise,119121,476,294,0
CUST-104032,Bright Health,Manufacturing,Enterprise,142804,290,97,43
CUST-104033,Nimbus Logistics,Logistics,Enterprise,177098,201,173,55
CUST-104034,Nova Logistics,Healthcare,Professional,84673,88,217,-39
CUST-104035,Nimbus Logistics,Financial Services,Enterprise,262353,178,224,-20
CUST-104036,Summit Logistics,Logistics,Starter,249589,302,357,72
CUST-104037,Apex Health,Education,Professional,40143,142,224,32
CUST-104038,Vertex Solutions,Manufacturing,Starter,201385,191,260,39
CUST-104039,Evergreen Health,Education,Professional,290251,97,287,37
CUST-104040,Bright Networks,Healthcare,Professional,187014,440,320,34
CUST-104041,Nova Logistics,Financial Services,Professional,143817,175,165,-22
CUST-104042,BluePeak Systems,Financial Services,Starter,170942,30,80,72
CUST-104043,Atlas Networks,Financial Services,Professional,270846,268,5,60
CUST-104044,Pioneer Networks,Healthcare,Starter,169947,405,193,17
CUST-104045,Pioneer Health,Logistics,Professional,35310,231,66,76
CUST-104046,BluePeak Systems,Technology,Professional,29014,423,326,23
CUST-104047,Summit Systems,Technology,Starter,128161,36,340,-2
CUST-104048,Nimbus Technologies,Financial Services,Professional,264408,425,166,67
CUST-104049,Vertex Financial,Manufacturing,Enterprise,221512,346,251,47
CUST-104050,Apex Technologies,Technology,Enterprise,278385,196,36,4
CUST-104051,Evergreen Networks,Technology,Enterprise,230313,369,42,70
CUST-104052,Bright Financial,Technology,Enterprise,137296,37,199,-8
CUST-104053,Evergreen Networks,Healthcare,Enterprise,228699,306,60,70
CUST-104054,Evergreen Technologies,Manufacturing,Starter,81048,315,134,76
CUST-104055,Nova Technologies,Healthcare,Enterprise,79454,206,42,-22
CUST-104056,BluePeak Technologies,Education,Professional,171474,447,270,21
CUST-104057,Summit Systems,Education,Professional,129685,393,30,4
CUST-104058,Summit Technologies,Education,Starter,106597,148,178,64
CUST-104059,Vertex Financial,Healthcare,Starter,82329,143,248,-4
CUST-104060,Nova Financial,Healthcare,Enterprise,59435,264,293,65
CUST-104061,Apex Networks,Logistics,Professional,130605,253,199,-40
CUST-104062,Apex Technologies,Manufacturing,Professional,230721,113,241,-14
CUST-104063,Evergreen Technologies,Education,Enterprise,163692,247,86,58
CUST-104064,BluePeak Solutions,Logistics,Starter,125816,15,82,20
CUST-104065,Atlas Health,Logistics,Professional,171701,172,356,8
CUST-104066,Summit Networks,Technology,Starter,72783,364,286,25
CUST-104067,Atlas Solutions,Logistics,Professional,184760,139,259,45
CUST-104068,Evergreen Financial,Logistics,Enterprise,45593,302,364,-27
CUST-104069,Pioneer Solutions,Manufacturing,Enterprise,217157,253,218,9
CUST-104070,Vertex Systems,Logistics,Starter,95029,260,213,68
CUST-104071,Apex Financial,Manufacturing,Enterprise,269601,187,313,-34
CUST-104072,Summit Industries,Financial Services,Starter,192898,30,325,48
CUST-104073,BluePeak Networks,Manufacturing,Enterprise,246993,94,353,2
CUST-104074,Summit Solutions,Financial Services,Professional,274838,39,233,31
CUST-104075,Nova Networks,Manufacturing,Professional,165149,373,278,37
CUST-104076,Bright Financial,Education,Enterprise,100734,424,3,76
CUST-104077,Bright Industries,Technology,Professional,228874,156,138,33
CUST-104078,Evergreen Industries,Technology,Professional,84176,224,261,75
CUST-104079,Bright Networks,Logistics,Professional,24424,70,68,32
CUST-104080,BluePeak Networks,Technology,Professional,226580,112,203,-31
CUST-104081,Evergreen Solutions,Logistics,Starter,59397,190,358,7
CUST-104082,Summit Health,Manufacturing,Enterprise,203152,278,303,56
CUST-104083,BluePeak Systems,Manufacturing,Enterprise,253001,311,16,13
CUST-104084,Summit Technologies,Healthcare,Enterprise,290424,358,253,28
CUST-104085,Vertex Solutions,Manufacturing,Enterprise,124545,15,282,80
CUST-104086,Bright Technologies,Technology,Professional,236715,20,113,16
CUST-104087,Pioneer Financial,Financial Services,Professional,275867,346,115,74
CUST-104088,Pioneer Systems,Education,Enterprise,13316,15,178,11
CUST-104089,BluePeak Financial,Education,Professional,268438,427,245,-36
CUST-104090,Bright Financial,Healthcare,Professional,143731,118,306,-40
CUST-104091,Atlas Industries,Logistics,Starter,38255,232,182,26
CUST-104092,Vertex Networks,Manufacturing,Starter,83616,44,302,62
CUST-104093,BluePeak Industries,Education,Starter,29126,176,289,1
CUST-104094,Nimbus Logistics,Technology,Starter,177404,449,312,60
CUST-104095,Nimbus Solutions,Healthcare,Professional,121909,28,266,24
CUST-104096,Summit Logistics,Logistics,Professional,160403,240,125,68
CUST-104097,Bright Solutions,Education,Enterprise,156857,434,54,-14
CUST-104098,Bright Technologies,Technology,Starter,286556,499,113,-22
CUST-104099,Vertex Logistics,Logistics,Enterprise,103825,165,184,40
CUST-104100,Evergreen Logistics,Logistics,Starter,166039,115,86,44
CUST-104101,Bright Industries,Education,Enterprise,31058,175,350,-11
CUST-104102,Atlas Industries,Logistics,Professional,257503,300,200,69
CUST-104103,Vertex Networks,Healthcare,Starter,174394,440,9,42
CUST-104104,Summit Industries,Financial Services,Professional,113934,296,11,27
CUST-104105,Vertex Financial,Logistics,Enterprise,246732,137,362,-39
CUST-104106,Vertex Solutions,Technology,Starter,194583,276,159,31
CUST-104107,Summit Systems,Healthcare,Professional,279048,128,213,-33
CUST-104108,Pioneer Industries,Healthcare,Enterprise,83615,446,361,60
CUST-104109,Apex Financial,Healthcare,Starter,290221,405,228,0
CUST-104110,Atlas Health,Manufacturing,Enterprise,18783,198,108,13
CUST-104111,Pioneer Systems,Education,Enterprise,100996,286,137,57
CUST-104112,Evergreen Networks,Technology,Starter,111270,208,208,-4
CUST-104113,BluePeak Networks,Healthcare,Enterprise,174096,500,162,-11
CUST-104114,BluePeak Logistics,Logistics,Enterprise,290839,242,75,69
CUST-104115,Nimbus Networks,Healthcare,Starter,70834,377,162,54
CUST-104116,Evergreen Systems,Financial Services,Professional,236303,293,147,54
CUST-104117,Nova Solutions,Education,Enterprise,118049,45,259,54
CUST-104118,Nova Networks,Logistics,Starter,105049,147,249,0
CUST-104119,BluePeak Networks,Technology,Starter,138376,486,106,59
CUST-104120,Bright Networks,Manufacturing,Professional,180308,168,232,-34
CUST-104121,Pioneer Health,Technology,Starter,292711,384,279,-40
CUST-104122,Vertex Industries,Healthcare,Professional,69724,152,341,27
CUST-104123,Atlas Technologies,Education,Professional,143563,381,247,13
CUST-104124,Pioneer Solutions,Manufacturing,Enterprise,192639,338,334,-5
CUST-104125,Atlas Systems,Education,Starter,76410,226,313,-21
CUST-104126,Vertex Financial,Manufacturing,Enterprise,12511,61,201,-17
CUST-104127,Nimbus Networks,Financial Services,Professional,204967,459,143,-32
CUST-104128,Atlas Financial,Healthcare,Professional,13887,177,27,73
CUST-104129,Summit Health,Education,Starter,238016,29,244,-16
CUST-104130,Pioneer Technologies,Financial Services,Professional,64566,172,219,66
CUST-104131,Vertex Systems,Manufacturing,Starter,204249,349,31,27
CUST-104132,Atlas Networks,Technology,Professional,122271,479,153,16
CUST-104133,Apex Health,Financial Services,Enterprise,242352,122,91,26
CUST-104134,Pioneer Financial,Technology,Starter,52912,217,204,-15
CUST-104135,Apex Systems,Technology,Starter,218638,213,78,25
CUST-104136,Nova Logistics,Education,Starter,282305,373,146,60
CUST-104137,Nimbus Systems,Technology,Starter,145235,307,334,50
CUST-104138,Nimbus Solutions,Logistics,Enterprise,63338,132,199,12
CUST-104139,Vertex Logistics,Financial Services,Professional,172446,106,38,-3
CUST-104140,Bright Technologies,Manufacturing,Starter,196546,247,39,57
CUST-104141,BluePeak Technologies,Healthcare,Starter,212618,276,213,55
CUST-104142,Nova Solutions,Financial Services,Professional,21220,108,327,-27
CUST-104143,Atlas Systems,Logistics,Professional,82305,117,160,-5
CUST-104144,Pioneer Logistics,Financial Services,Professional,127788,335,76,76
CUST-104145,Vertex Logistics,Manufacturing,Starter,287163,462,293,-16
CUST-104146,Nimbus Systems,Logistics,Starter,255298,250,88,38
CUST-104147,Apex Networks,Logistics,Enterprise,27954,139,218,15
CUST-104148,Summit Financial,Healthcare,Professional,54246,134,131,18
CUST-104149,Nimbus Health,Education,Enterprise,98944,145,150,56
CUST-104150,Vertex Systems,Financial Services,Enterprise,106894,17,25,25
CUST-104151,Nimbus Industries,Technology,Enterprise,13879,86,62,64
CUST-104152,Evergreen Solutions,Financial Services,Starter,262204,100,117,51
CUST-104153,Bright Logistics,Manufacturing,Starter,141533,133,353,56
CUST-104154,BluePeak Technologies,Manufacturing,Starter,132771,264,259,-4
CUST-104155,Nova Networks,Financial Services,Starter,151469,261,80,67
CUST-104156,Summit Solutions,Education,Professional,145515,112,50,-4
CUST-104157,Vertex Solutions,Education,Professional,22671,439,171,-33
CUST-104158,Nimbus Networks,Education,Starter,177126,353,61,31
CUST-104159,Vertex Systems,Healthcare,Enterprise,39255,264,248,-8
CUST-104160,Nimbus Systems,Technology,Starter,265978,305,129,69
CUST-104161,BluePeak Networks,Technology,Enterprise,276306,378,353,-5
CUST-104162,Pioneer Financial,Technology,Professional,157823,360,307,8
CUST-104163,Summit Technologies,Technology,Enterprise,42435,84,150,68
CUST-104164,Vertex Solutions,Education,Starter,296809,68,1,-16
CUST-104165,Vertex Networks,Manufacturing,Enterprise,159869,271,3,-1
CUST-104166,Nova Solutions,Manufacturing,Professional,184285,74,248,16
CUST-104167,Atlas Logistics,Education,Starter,125785,229,342,54
CUST-104168,Atlas Systems,Technology,Professional,90365,255,134,66
CUST-104169,Summit Industries,Technology,Professional,94172,188,313,66
CUST-104170,Summit Networks,Manufacturing,Enterprise,204253,20,70,54
CUST-104171,Atlas Networks,Manufacturing,Starter,257360,282,122,-3
CUST-104172,BluePeak Industries,Logistics,Professional,250706,58,169,-6
CUST-104173,Pioneer Solutions,Financial Services,Enterprise,32893,453,295,13
CUST-104174,Nova Networks,Education,Professional,248306,201,120,38
CUST-104175,BluePeak Solutions,Financial Services,Professional,119790,410,206,29
CUST-104176,Apex Solutions,Financial Services,Starter,272525,487,161,14
CUST-104177,Pioneer Health,Healthcare,Enterprise,275643,31,339,61
CUST-104178,Nimbus Technologies,Education,Enterprise,64883,425,199,0
CUST-104179,Summit Logistics,Healthcare,Starter,28803,225,136,28
CUST-104180,Nimbus Health,Technology,Professional,262117,245,356,-20
CUST-104181,Bright Systems,Manufacturing,Professional,291984,445,261,6
CUST-104182,Bright Systems,Education,Professional,25543,310,327,27
CUST-104183,Atlas Networks,Financial Services,Starter,255898,361,117,-33
CUST-104184,Nova Financial,Healthcare,Enterprise,180225,248,189,32
CUST-104185,Nimbus Technologies,Education,Professional,145834,435,281,50
CUST-104186,BluePeak Solutions,Healthcare,Starter,154464,398,19,60
CUST-104187,Summit Systems,Healthcare,Enterprise,233673,91,160,59
CUST-104188,Bright Technologies,Education,Enterprise,96582,96,91,53
CUST-104189,BluePeak Health,Technology,Starter,152183,398,133,35
CUST-104190,Evergreen Systems,Logistics,Enterprise,263889,473,354,-16
CUST-104191,Pioneer Networks,Education,Professional,139605,156,342,21
CUST-104192,Bright Health,Financial Services,Enterprise,40911,111,221,48
CUST-104193,Evergreen Financial,Logistics,Professional,13060,300,326,-27
CUST-104194,Apex Health,Financial Services,Professional,42866,146,24,-3
CUST-104195,Nova Industries,Technology,Professional,89416,364,246,59
CUST-104196,Pioneer Industries,Healthcare,Professional,237430,466,110,54
CUST-104197,BluePeak Health,Logistics,Professional,94462,462,292,52
CUST-104198,Atlas Systems,Technology,Enterprise,225491,122,237,10
CUST-104199,Vertex Networks,Financial Services,Starter,49676,32,203,41
CUST-104200,BluePeak Technologies,Financial Services,Professional,78118,276,172,13
CUST-104201,Pioneer Health,Logistics,Starter,119040,428,224,39
CUST-104202,Evergreen Solutions,Logistics,Starter,217977,178,34,-10
CUST-104203,Nimbus Health,Manufacturing,Enterprise,41057,130,365,15
CUST-104204,BluePeak Solutions,Financial Services,Starter,105721,180,143,-20
CUST-104205,BluePeak Financial,Financial Services,Starter,99380,304,257,55
CUST-104206,Apex Networks,Education,Starter,137703,296,266,-36
CUST-104207,Nimbus Financial,Technology,Professional,213771,110,152,5
CUST-104208,Nimbus Networks,Healthcare,Starter,242931,224,6,54
CUST-104209,Evergreen Health,Education,Professional,30936,19,288,11
CUST-104210,Vertex Financial,Financial Services,Enterprise,298346,62,302,15
CUST-104211,Vertex Technologies,Manufacturing,Professional,237908,320,13,-36
CUST-104212,Evergreen Systems,Financial Services,Starter,265004,355,301,71
CUST-104213,Bright Financial,Technology,Enterprise,143315,53,302,2
CUST-104214,Summit Logistics,Financial Services,Professional,289851,425,331,-38
CUST-104215,Vertex Systems,Manufacturing,Professional,230563,231,46,10
CUST-104216,Vertex Technologies,Financial Services,Starter,91255,178,73,-24
CUST-104217,Atlas Systems,Healthcare,Starter,153438,35,271,48
CUST-104218,Bright Logistics,Healthcare,Enterprise,143633,52,127,17
CUST-104219,Vertex Technologies,Education,Starter,267607,429,308,-9
CUST-104220,Atlas Solutions,Financial Services,Enterprise,278269,180,22,29
CUST-104221,BluePeak Solutions,Financial Services,Starter,70880,125,356,52
CUST-104222,Summit Networks,Logistics,Enterprise,238553,500,303,35
CUST-104223,Summit Systems,Healthcare,Professional,229496,413,292,-2
CUST-104224,BluePeak Technologies,Technology,Professional,147412,97,74,24
CUST-104225,Atlas Financial,Technology,Starter,39039,304,235,64
CUST-104226,Evergreen Systems,Manufacturing,Professional,14359,314,297,-21
CUST-104227,BluePeak Technologies,Financial Services,Professional,197572,385,254,51
CUST-104228,Evergreen Industries,Education,Enterprise,62620,215,109,-38
CUST-104229,Apex Logistics,Manufacturing,Enterprise,219666,449,149,43
CUST-104230,Atlas Technologies,Manufacturing,Enterprise,181325,35,98,61
CUST-104231,Pioneer Health,Financial Services,Enterprise,268480,26,198,-8
CUST-104232,Summit Networks,Financial Services,Professional,143751,65,165,29
CUST-104233,Evergreen Financial,Education,Starter,175730,367,19,26
CUST-104234,Vertex Industries,Education,Enterprise,197005,445,290,29
CUST-104235,Nova Technologies,Financial Services,Professional,114836,22,92,7
CUST-104236,Vertex Industries,Technology,Enterprise,97580,429,72,-10
CUST-104237,Vertex Industries,Financial Services,Starter,145335,427,63,28
CUST-104238,Pioneer Solutions,Manufacturing,Starter,281443,188,10,-29
CUST-104239,Apex Technologies,Manufacturing,Enterprise,167294,362,186,71
CUST-104240,Bright Logistics,Financial Services,Professional,129026,353,187,45
CUST-104241,Summit Systems,Healthcare,Enterprise,125750,371,96,-10
CUST-104242,Nova Industries,Education,Enterprise,38181,444,218,14
CUST-104243,Vertex Solutions,Logistics,Starter,53666,261,339,71
CUST-104244,BluePeak Financial,Logistics,Professional,102920,275,202,-38
CUST-104245,Pioneer Networks,Logistics,Starter,110770,255,145,-22
CUST-104246,Bright Health,Manufacturing,Professional,79186,496,185,73
CUST-104247,Vertex Industries,Technology,Professional,201850,409,229,46
CUST-104248,Atlas Networks,Manufacturing,Starter,64327,352,145,27
CUST-104249,Nova Financial,Education,Starter,219741,379,365,58
CUST-104250,Apex Logistics,Technology,Professional,141281,105,189,44
CUST-104251,Pioneer Solutions,Technology,Enterprise,140157,243,350,35
CUST-104252,Apex Health,Financial Services,Professional,225543,81,42,69
